,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Earnings From Equity Interest Net Of Tax,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Special Income Charges,Gain On Sale Of Business,Restructuring And Mergern Acquisition,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Research And Development,Selling General And Administration,General And Administrative Expense,Other Gand A,Salaries And Wages,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,ticker,Write Off,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Amortization,Amortization Of Intangibles Income Statement,Otherunder Preferred Stock Dividend,Other Special Charges,Other Operating Expenses,Average Dilution Earnings,Selling And Marketing Expense,Gain On Sale Of Ppe,Impairment Of Capital Assets,Provision For Doubtful Accounts,Loss Adjustment Expense,Net Policyholder Benefits And Claims,Policyholder Benefits Gross,Policyholder Benefits Ceded,Earnings From Equity Interest,Total Other Finance Cost,Depreciation Income Statement,Preferred Stock Dividends,Other Taxes,Excise Taxes,Professional Expense And Contract Services Expense,Other Non Interest Expense,Rent Expense Supplemental,Rent And Landing Fees,Occupancy And Equipment,Insurance And Claims,Net Income From Tax Loss Carryforward,Net Income Extraordinary,Securities Amortization,Depletion Income Statement
2025-06-30,0.0,0.21,721000000.0,,,768000000.0,757000000.0,4177000000.0,721000000.0,-36000000.0,-38000000.0,38000000.0,,768000000.0,872000000.0,7819000000.0,-134000000.0,1630000000.0,1623000000.0,0.54,0.54,872000000.0,872000000.0,872000000.0,,872000000.0,104000000.0,768000000.0,8000000.0,-834000000.0,-74000000.0,98000000.0,98000000.0,,,,,-38000000.0,38000000.0,,-134000000.0,3193000000.0,1894000000.0,991000000.0,,,,3059000000.0,4626000000.0,7685000000.0,7685000000.0,AMD,,308000000.0,308000000.0,308000000.0,308000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,0.0,0.148,1587000000.0,,,709000000.0,742000000.0,3276000000.0,1587000000.0,845000000.0,-20000000.0,20000000.0,,709000000.0,709000000.0,6632000000.0,806000000.0,1626000000.0,1620000000.0,0.44,0.44,709000000.0,709000000.0,709000000.0,,709000000.0,,709000000.0,7000000.0,123000000.0,825000000.0,39000000.0,39000000.0,,,,,-20000000.0,20000000.0,,806000000.0,2930000000.0,1728000000.0,886000000.0,,,,3736000000.0,3702000000.0,7438000000.0,7438000000.0,AMD,,316000000.0,316000000.0,316000000.0,316000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-31,0.0,0.21,1694000000.0,,,482000000.0,786000000.0,3322000000.0,1694000000.0,908000000.0,163000000.0,19000000.0,,482000000.0,482000000.0,6601000000.0,871000000.0,1634000000.0,1623000000.0,0.29,0.3,482000000.0,482000000.0,482000000.0,,482000000.0,,482000000.0,12000000.0,419000000.0,889000000.0,-331000000.0,-147000000.0,,,,,163000000.0,19000000.0,,1057000000.0,2825000000.0,1712000000.0,792000000.0,,,,3882000000.0,3776000000.0,7658000000.0,7658000000.0,AMD,,332000000.0,332000000.0,332000000.0,332000000.0,,,-11000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-30,0.0,0.21,1598000000.0,,,771000000.0,838000000.0,2914000000.0,1598000000.0,760000000.0,-23000000.0,23000000.0,,771000000.0,771000000.0,6095000000.0,724000000.0,1636000000.0,1620000000.0,0.47,0.48,771000000.0,771000000.0,771000000.0,,771000000.0,,771000000.0,7000000.0,-27000000.0,737000000.0,36000000.0,36000000.0,,,,,-23000000.0,23000000.0,,724000000.0,2695000000.0,1636000000.0,721000000.0,,,,3419000000.0,3400000000.0,6819000000.0,6819000000.0,AMD,,352000000.0,352000000.0,352000000.0,352000000.0,,,-14000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.134,1093000000.0,,,265000000.0,769000000.0,2574000000.0,1093000000.0,324000000.0,-25000000.0,25000000.0,,265000000.0,265000000.0,5566000000.0,269000000.0,1637000000.0,1618000000.0,0.16,0.16,265000000.0,265000000.0,265000000.0,,265000000.0,0.0,265000000.0,7000000.0,41000000.0,299000000.0,55000000.0,55000000.0,,,,,-25000000.0,25000000.0,,269000000.0,2595000000.0,1583000000.0,640000000.0,,,,2864000000.0,2971000000.0,5835000000.0,5835000000.0,AMD,,372000000.0,372000000.0,372000000.0,372000000.0,,,-10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMD,,,,,,,,-13000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMD,,,,,,,,-6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,34020000.0,0.21,583000000.0,162000000.0,162000000.0,-95000000.0,354000000.0,2402000000.0,745000000.0,391000000.0,-282000000.0,352000000.0,70000000.0,-222980000.0,-95000000.0,2451000000.0,,712000000.0,700000000.0,-0.15,-0.15,-105000000.0,-105000000.0,-95000000.0,55000000.0,-150000000.0,,-150000000.0,-22000000.0,167000000.0,39000000.0,-83000000.0,-245000000.0,187000000.0,70000000.0,-20000000.0,-25000000.0,-282000000.0,352000000.0,70000000.0,404000000.0,49000000.0,,49000000.0,49000000.0,49000000.0,,453000000.0,2402000000.0,2855000000.0,2855000000.0,AES,-106000000.0,,,,,10000000.0,5000000.0,,,,-4000000.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,-22680000.0,0.21,765000000.0,-108000000.0,-108000000.0,46000000.0,337000000.0,2485000000.0,657000000.0,320000000.0,-273000000.0,342000000.0,69000000.0,131320000.0,46000000.0,2562000000.0,,713000000.0,711000000.0,0.07,0.07,46000000.0,46000000.0,46000000.0,119000000.0,-73000000.0,,-73000000.0,-34000000.0,17000000.0,-22000000.0,-113000000.0,-5000000.0,-98000000.0,-1000000.0,38000000.0,-10000000.0,-273000000.0,342000000.0,69000000.0,364000000.0,77000000.0,,77000000.0,77000000.0,77000000.0,,441000000.0,2485000000.0,2926000000.0,2926000000.0,AES,49000000.0,,,,,0.0,7000000.0,,,,-3000000.0,49000000.0,,,,,,,,,,,,,,,,,,,,,
2024-12-31,6961643.835616,0.019178,700000000.0,363000000.0,363000000.0,560000000.0,338000000.0,2542000000.0,1063000000.0,725000000.0,-291000000.0,360000000.0,69000000.0,203961643.835616,560000000.0,2632000000.0,,713000000.0,708860759.0,0.79,0.79,560000000.0,560000000.0,560000000.0,207000000.0,353000000.0,0.0,353000000.0,-5000000.0,7000000.0,365000000.0,326000000.0,-37000000.0,330000000.0,308000000.0,-25000000.0,33000000.0,-291000000.0,360000000.0,69000000.0,330000000.0,90000000.0,,90000000.0,90000000.0,90000000.0,,420000000.0,2542000000.0,2962000000.0,2962000000.0,AES,7000000.0,,,,,,-2000000.0,,,,2000000.0,19000000.0,,,,,,,,,,,,,,,,,,,,,
2024-09-30,-36890000.0,0.31,1120000000.0,-119000000.0,-119000000.0,509000000.0,293000000.0,2567000000.0,1001000000.0,708000000.0,-260000000.0,379000000.0,119000000.0,591110000.0,502000000.0,2624000000.0,,713000000.0,711000000.0,0.71,0.71,502000000.0,502000000.0,502000000.0,292000000.0,210000000.0,-7000000.0,217000000.0,-9000000.0,103000000.0,329000000.0,-76000000.0,43000000.0,-91000000.0,-1000000.0,7000000.0,-28000000.0,-260000000.0,379000000.0,119000000.0,665000000.0,57000000.0,,57000000.0,57000000.0,57000000.0,,722000000.0,2567000000.0,3289000000.0,3289000000.0,AES,79000000.0,,,,,,-2000000.0,,,,-6000000.0,79000000.0,,,,,,,,,,,,,,,,,,,,,
2024-06-30,-1890000.0,0.21,828000000.0,-9000000.0,-9000000.0,276000000.0,315000000.0,2389000000.0,819000000.0,504000000.0,-301000000.0,389000000.0,88000000.0,283110000.0,276000000.0,2455000000.0,,713000000.0,713000000.0,0.39,0.4,282000000.0,282000000.0,276000000.0,123000000.0,153000000.0,,153000000.0,3000000.0,-35000000.0,115000000.0,-71000000.0,-62000000.0,-47000000.0,1000000.0,0.0,38000000.0,-301000000.0,389000000.0,88000000.0,487000000.0,66000000.0,,66000000.0,66000000.0,66000000.0,3000000.0,553000000.0,2389000000.0,2942000000.0,2942000000.0,AES,38000000.0,,,,,-6000000.0,7000000.0,,,,-3000000.0,230000000.0,1000000.0,,,,,,,,,,,,,,,,,,,,
2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AES,,,,,,6000000.0,,6000000.0,,,,46000000.0,,,,,,,,,,,,,,,,,,,,,
2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,,,,,AES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,0.0,0.27129,,,,599000000.0,,,,874000000.0,-52000000.0,52000000.0,,599000000.0,599000000.0,3396000000.0,,538425000.0,536688000.0,1.11,1.12,599000000.0,599000000.0,599000000.0,,599000000.0,,599000000.0,,223000000.0,822000000.0,30000000.0,,,,,,-52000000.0,52000000.0,,,,,,,,,,,4218000000.0,4218000000.0,AFL,,,,,,,,58000000.0,,,,,,2814000000.0,2814000000.0,2878000000.0,64000000.0,,,,,,,,,,,,,,,,
2025-03-31,0.0,0.21,,,,29000000.0,,,,195000000.0,-50000000.0,50000000.0,,29000000.0,29000000.0,3308000000.0,,577482000.0,574886000.0,0.05,0.05,29000000.0,29000000.0,29000000.0,,29000000.0,,29000000.0,,116000000.0,145000000.0,25000000.0,,,,,,-50000000.0,50000000.0,,,,,,,,,,,3453000000.0,3453000000.0,AFL,,,,,,,,55000000.0,,,,,,2747000000.0,2747000000.0,2792000000.0,45000000.0,,,,,,,,,,,,,,,,
2024-12-31,0.0,0.109133,,,,1902000000.0,,,,2185000000.0,-50000000.0,50000000.0,,1902000000.0,1902000000.0,3363000000.0,,555483000.0,552767000.0,3.42,3.44,1902000000.0,1902000000.0,1902000000.0,,1902000000.0,,1902000000.0,,233000000.0,2135000000.0,24000000.0,,,,,,-50000000.0,50000000.0,,,,,,,,,,,5498000000.0,5498000000.0,AFL,,,,,,,,95000000.0,,,,,,2758000000.0,2758000000.0,,,,,,,,,,,,,,,,,,
2024-09-30,0.0,0.21,,,,-93000000.0,,,,142000000.0,-50000000.0,50000000.0,,-93000000.0,-93000000.0,2943000000.0,,560414000.0,557899000.0,-0.17,-0.17,-93000000.0,-93000000.0,-93000000.0,,-93000000.0,,-93000000.0,,185000000.0,92000000.0,23000000.0,,,,,,-50000000.0,50000000.0,,,,,,,,,,,3035000000.0,3035000000.0,AFL,,,,,,,,86000000.0,,,,,,2342000000.0,2342000000.0,2379000000.0,37000000.0,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.130758,,,,1755000000.0,,,,2069000000.0,-50000000.0,50000000.0,,1755000000.0,1755000000.0,3138000000.0,,566838000.0,564573000.0,3.1,3.11,1755000000.0,1755000000.0,1755000000.0,,1755000000.0,,1755000000.0,,264000000.0,2019000000.0,22000000.0,,,,,,-50000000.0,50000000.0,,,,,,,,,,,5157000000.0,5157000000.0,AFL,,,,,,,,19000000.0,,,,,,2615000000.0,2615000000.0,2651000000.0,36000000.0,,,,,,,,,,,,,,,,
2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFL,,,,,,,,,,,,,,,,2765000000.0,16000000.0,,,,,,,,,,,,,,,,
2025-07-31,0.0,0.082,466000000.0,,,336000000.0,72000000.0,850000000.0,466000000.0,394000000.0,-12000000.0,28000000.0,16000000.0,336000000.0,336000000.0,1378000000.0,360000000.0,285000000.0,284000000.0,1.18,1.18,336000000.0,336000000.0,336000000.0,,336000000.0,,336000000.0,,30000000.0,366000000.0,18000000.0,18000000.0,,,,,-12000000.0,28000000.0,16000000.0,360000000.0,528000000.0,111000000.0,417000000.0,,,,888000000.0,850000000.0,1738000000.0,1738000000.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,0.0,0.173,362000000.0,,,215000000.0,73000000.0,802000000.0,362000000.0,289000000.0,-15000000.0,29000000.0,14000000.0,215000000.0,215000000.0,1368000000.0,300000000.0,285000000.0,285000000.0,0.75,0.75,215000000.0,215000000.0,215000000.0,,215000000.0,,215000000.0,,45000000.0,260000000.0,-25000000.0,-25000000.0,,,,,-15000000.0,29000000.0,14000000.0,300000000.0,566000000.0,112000000.0,454000000.0,,,,866000000.0,802000000.0,1668000000.0,1668000000.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-31,0.0,0.134,467000000.0,,,318000000.0,72000000.0,782000000.0,467000000.0,395000000.0,-13000000.0,28000000.0,15000000.0,318000000.0,318000000.0,1305000000.0,376000000.0,287000000.0,285000000.0,1.11,1.12,318000000.0,318000000.0,318000000.0,,318000000.0,,318000000.0,,49000000.0,367000000.0,4000000.0,4000000.0,,,,,-13000000.0,28000000.0,15000000.0,376000000.0,523000000.0,113000000.0,410000000.0,,,,899000000.0,782000000.0,1681000000.0,1681000000.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-31,0.0,0.124688,502000000.0,,,351000000.0,69000000.0,785000000.0,502000000.0,433000000.0,-8000000.0,32000000.0,24000000.0,351000000.0,351000000.0,1293000000.0,408000000.0,287000000.0,286000000.0,1.22,1.23,351000000.0,351000000.0,351000000.0,,351000000.0,,351000000.0,,50000000.0,401000000.0,1000000.0,1000000.0,,,,,-8000000.0,32000000.0,24000000.0,408000000.0,508000000.0,111000000.0,397000000.0,,,,916000000.0,785000000.0,1701000000.0,1701000000.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-31,0.0,0.178,428000000.0,,,282000000.0,63000000.0,723000000.0,428000000.0,365000000.0,-3000000.0,22000000.0,19000000.0,282000000.0,282000000.0,1245000000.0,333000000.0,291000000.0,290000000.0,0.97,0.97,282000000.0,282000000.0,282000000.0,,282000000.0,,282000000.0,,61000000.0,343000000.0,13000000.0,13000000.0,,,,,-3000000.0,22000000.0,19000000.0,333000000.0,522000000.0,127000000.0,395000000.0,,,,855000000.0,723000000.0,1578000000.0,1578000000.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,3257800.0,0.179,1335000000.0,18200000.0,18200000.0,721800000.0,401000000.0,2040100000.0,1353200000.0,952200000.0,-61400000.0,61400000.0,,706857800.0,713800000.0,2250300000.0,790600000.0,222900000.0,222800000.0,3.2,3.2,713800000.0,713800000.0,713800000.0,-9400000.0,723200000.0,-8000000.0,731200000.0,,159600000.0,890800000.0,179800000.0,-6000000.0,18200000.0,43200000.0,,,-61400000.0,61400000.0,,772400000.0,210200000.0,24100000.0,222600000.0,,,,982600000.0,2040100000.0,3022700000.0,3022700000.0,APD,,,,,,,25000000.0,-36500000.0,,,,,,,,,,167600000.0,,,,,,,,,,,,,,,
2025-03-31,-665842500.0,0.225,1141800000.0,-2959300000.0,-2959300000.0,-1730600000.0,383600000.0,2053900000.0,-1817500000.0,-2201100000.0,-42200000.0,42200000.0,,562857500.0,-1730600000.0,2284900000.0,-2328000000.0,222800000.0,222800000.0,-7.77,-7.77,-1730600000.0,-1730600000.0,-1730600000.0,6900000.0,-1737500000.0,,-1737500000.0,,-505800000.0,-2243300000.0,-2832400000.0,-18600000.0,-2959300000.0,-2927900000.0,,,-42200000.0,42200000.0,,631300000.0,231000000.0,22900000.0,222000000.0,,,,862300000.0,2053900000.0,2916200000.0,2916200000.0,APD,,,,,,,31400000.0,-13900000.0,,,,,,,,,,145500000.0,,,,,,,,,,,,,,,
2024-12-31,-5322200.0,0.178,1229800000.0,-29900000.0,-29900000.0,617400000.0,366800000.0,2016500000.0,1199900000.0,833100000.0,-42600000.0,42600000.0,,641977800.0,617400000.0,2258000000.0,643600000.0,222900000.0,222700000.0,2.77,2.77,617400000.0,617400000.0,617400000.0,-32400000.0,649800000.0,,649800000.0,,140700000.0,790500000.0,159600000.0,38900000.0,-29900000.0,,,,-42600000.0,42600000.0,,673500000.0,241500000.0,22000000.0,242400000.0,242400000.0,242400000.0,,915000000.0,2016500000.0,2931500000.0,2931500000.0,APD,,,,,,,29900000.0,-22900000.0,,,,,,,,,,150600000.0,,,,,,,,,,,,,,,
2024-09-30,338873902.448768,0.215076,1358200000.0,1575600000.0,1575600000.0,1963800000.0,380800000.0,2104400000.0,2933800000.0,2553000000.0,-49700000.0,49700000.0,,727073902.448768,1949900000.0,2338700000.0,2424400000.0,222800000.0,222600000.0,8.75,8.76,1949900000.0,1949900000.0,1949900000.0,-1100000.0,1951000000.0,,1964900000.0,,538400000.0,2503300000.0,1704200000.0,-48500000.0,1575600000.0,1575600000.0,,,-49700000.0,49700000.0,,848800000.0,234300000.0,22100000.0,228000000.0,,,,1083100000.0,2104400000.0,3187500000.0,3187500000.0,APD,,,,,,,,-15800000.0,,,,,,,,,,177100000.0,,,,,,,,,,,,,,,
2024-06-30,0.0,0.166,1265500000.0,0.0,0.0,696600000.0,360300000.0,2005600000.0,1265500000.0,905200000.0,-55700000.0,55700000.0,,696600000.0,696600000.0,2247900000.0,737600000.0,222800000.0,222500000.0,3.13,3.13,696600000.0,696600000.0,696600000.0,-12300000.0,708900000.0,0.0,708900000.0,,140600000.0,849500000.0,167600000.0,-1300000.0,0.0,0.0,,,-55700000.0,55700000.0,,737600000.0,242300000.0,27000000.0,235400000.0,,,,979900000.0,2005600000.0,2985500000.0,2985500000.0,APD,,,,,,,,-20100000.0,,,,,,,,,,168900000.0,,,,,,,,,,,,,,,
2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57000000.0,,,,,,,,,,,,,,,,,APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238400000.0,238400000.0,,,,,,APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,0.0,0.175866,612000000.0,,,642000000.0,,544000000.0,612000000.0,612000000.0,190000000.0,,190000000.0,642000000.0,642000000.0,2484000000.0,612000000.0,626000000.0,615000000.0,1.03,1.04,643000000.0,642000000.0,642000000.0,,642000000.0,,642000000.0,,137000000.0,779000000.0,-23000000.0,-23000000.0,,,,,190000000.0,,190000000.0,612000000.0,1940000000.0,610000000.0,998000000.0,307000000.0,307000000.0,,2552000000.0,544000000.0,3096000000.0,3096000000.0,ABNB,,,,,,,,332000000.0,1000000.0,691000000.0,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,0.0,0.109827,63000000.0,,,154000000.0,25000000.0,506000000.0,63000000.0,38000000.0,173000000.0,,173000000.0,154000000.0,154000000.0,2234000000.0,38000000.0,632000000.0,621000000.0,0.24,0.25,155000000.0,154000000.0,154000000.0,,154000000.0,,154000000.0,,19000000.0,173000000.0,-38000000.0,-38000000.0,,,,,173000000.0,,173000000.0,38000000.0,1728000000.0,568000000.0,857000000.0,294000000.0,294000000.0,,1766000000.0,506000000.0,2272000000.0,2272000000.0,ABNB,,,,,,,,303000000.0,1000000.0,563000000.0,,,,,,,,,,,,,,,,,,,,,,,
2024-12-31,0.0,0.258842,452000000.0,,,461000000.0,22000000.0,427000000.0,452000000.0,430000000.0,183000000.0,,183000000.0,461000000.0,461000000.0,2050000000.0,430000000.0,636000000.0,625000000.0,0.73,0.74,459000000.0,461000000.0,461000000.0,,461000000.0,,461000000.0,,161000000.0,622000000.0,9000000.0,9000000.0,,,,,183000000.0,,183000000.0,430000000.0,1623000000.0,538000000.0,795000000.0,248000000.0,248000000.0,,2053000000.0,427000000.0,2480000000.0,2480000000.0,ABNB,,,,,,,,290000000.0,,547000000.0,,,,,,,,,,,,,,,,,,,,,,,
2024-09-30,0.0,0.211527,1525000000.0,,,1368000000.0,15000000.0,465000000.0,1525000000.0,1525000000.0,207000000.0,,207000000.0,1368000000.0,1368000000.0,2207000000.0,1525000000.0,642000000.0,631000000.0,2.13,2.17,1369000000.0,1368000000.0,1368000000.0,,1368000000.0,,1368000000.0,,367000000.0,1735000000.0,3000000.0,3000000.0,,,,,207000000.0,,207000000.0,1525000000.0,1742000000.0,524000000.0,849000000.0,335000000.0,335000000.0,,3267000000.0,465000000.0,3732000000.0,3732000000.0,ABNB,,,,,,,,369000000.0,1000000.0,514000000.0,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.185022,497000000.0,,,555000000.0,14000000.0,506000000.0,497000000.0,497000000.0,226000000.0,,226000000.0,555000000.0,555000000.0,2251000000.0,497000000.0,649000000.0,635000000.0,0.86,0.87,556000000.0,555000000.0,555000000.0,,555000000.0,,555000000.0,,126000000.0,681000000.0,-42000000.0,-42000000.0,,,,,226000000.0,,226000000.0,497000000.0,1745000000.0,519000000.0,888000000.0,315000000.0,315000000.0,,2242000000.0,506000000.0,2748000000.0,2748000000.0,ABNB,,,,,,,,338000000.0,1000000.0,573000000.0,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,,,,,,,14000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABNB,,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,,,,0.0,0.0,,,,,,,71000000.0,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,71000000.0,,,,,,,,,,,,,ABNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,-1400640.0,0.32,337955000.0,-4377000.0,-4377000.0,103618000.0,175461000.0,295282000.0,333578000.0,158117000.0,5928000.0,6179000.0,14129000.0,106594360.0,103618000.0,887656000.0,151461000.0,145249000.0,144757000.0,0.71,0.72,103618000.0,103618000.0,103618000.0,,103618000.0,,103618000.0,,48320000.0,151938000.0,-9828000.0,-5451000.0,-4377000.0,,4377000.0,,5928000.0,6179000.0,14129000.0,155838000.0,461121000.0,125838000.0,290524000.0,262823000.0,54412000.0,208411000.0,616959000.0,426535000.0,1043494000.0,1043494000.0,AKAM,,44208000.0,44208000.0,27721000.0,27721000.0,,,,,27701000.0,,,551000.0,,,,,,2022000.0,16487000.0,,,,,,,,,,,,,
2025-03-31,-132240.0,0.29,354611000.0,-456000.0,-456000.0,123171000.0,174022000.0,289046000.0,354155000.0,180133000.0,12780000.0,6750000.0,19530000.0,123494760.0,123171000.0,860100000.0,154583000.0,151064000.0,149052000.0,0.82,0.83,123171000.0,123171000.0,123171000.0,,123171000.0,,123171000.0,,50212000.0,173383000.0,5564000.0,6020000.0,-456000.0,,456000.0,,12780000.0,6750000.0,19530000.0,155039000.0,441155000.0,123549000.0,272328000.0,253001000.0,53363000.0,199638000.0,596194000.0,418945000.0,1015139000.0,1015139000.0,AKAM,,44123000.0,44123000.0,27637000.0,27637000.0,,,,,19327000.0,,,1155000.0,,,,,,,16486000.0,,,,,,,,,,,,,
2024-12-31,-1337186.725613,0.115136,350254000.0,-11614000.0,-11614000.0,139905000.0,167949000.0,288583000.0,338640000.0,170691000.0,16011000.0,12582000.0,22746000.0,150181813.274387,139905000.0,860265000.0,148060000.0,153091000.0,150240000.0,0.91,0.93,139905000.0,139905000.0,139905000.0,,139905000.0,,139905000.0,0.0,18204000.0,158109000.0,-17576000.0,-5962000.0,-11614000.0,,11614000.0,,16011000.0,12582000.0,22746000.0,159674000.0,445909000.0,120245000.0,283060000.0,260235000.0,56146000.0,204089000.0,605583000.0,414356000.0,1019939000.0,1019939000.0,AKAM,,42176000.0,42176000.0,25614000.0,25614000.0,,,,,22825000.0,,,428000.0,,,,,,,16562000.0,,,,,,,,,,,,,
2024-09-30,-18751755.290898,0.215416,331367000.0,-87049000.0,-87049000.0,57907000.0,165729000.0,284004000.0,244318000.0,78589000.0,16330000.0,4783000.0,23065000.0,126204244.709102,57907000.0,846993000.0,70637000.0,153240000.0,151435000.0,0.38,0.38,57907000.0,57907000.0,57907000.0,,57907000.0,,57907000.0,0.0,15899000.0,73806000.0,-100210000.0,-13161000.0,-87049000.0,,87049000.0,,16330000.0,4783000.0,23065000.0,157686000.0,438187000.0,120347000.0,275503000.0,255174000.0,55038000.0,200136000.0,595873000.0,408806000.0,1004679000.0,1004679000.0,AKAM,,40927000.0,40927000.0,24368000.0,24368000.0,,,,,20329000.0,,,1410000.0,,,,,,1952000.0,16559000.0,,,,,,,,,,,,,
2024-06-30,-748440.0,0.21,333829000.0,-3564000.0,-3564000.0,131688000.0,158549000.0,281919000.0,330265000.0,171716000.0,19799000.0,4880000.0,26628000.0,134503560.0,131688000.0,828030000.0,147986000.0,153588000.0,152265000.0,0.86,0.86,131688000.0,131688000.0,131688000.0,,131688000.0,,131688000.0,,35148000.0,166836000.0,-4513000.0,-949000.0,-3564000.0,,3564000.0,,19799000.0,4880000.0,26628000.0,151550000.0,425142000.0,113352000.0,273450000.0,247841000.0,52541000.0,195300000.0,576692000.0,402888000.0,979580000.0,979580000.0,AKAM,,37580000.0,37580000.0,21076000.0,21076000.0,,,,,25609000.0,,,760000.0,,,,,,1949000.0,16504000.0,,,,,,,,,,,,,
2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,AKAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,-934080.0,0.21,214147000.0,-4448000.0,-4448000.0,22897000.0,168731000.0,1133116000.0,209699000.0,40968000.0,-49939000.0,49939000.0,,26410920.0,22897000.0,1278017000.0,47527000.0,117665000.0,117665000.0,-0.16,-0.16,-18790000.0,-18790000.0,22897000.0,-12296000.0,35193000.0,,35193000.0,78258000.0,34094000.0,-8971000.0,-11007000.0,-6559000.0,-4448000.0,,,,-49939000.0,49939000.0,,51975000.0,144901000.0,12444000.0,132457000.0,,,,196876000.0,1133116000.0,1329992000.0,1329992000.0,ALB,,,,,,,,,,,,,,,,,,,,,41687000.0,,,,,,,,,,,,
2025-03-31,223230.0,0.21,190702000.0,1063000.0,1063000.0,41348000.0,161754000.0,920582000.0,191765000.0,30011000.0,-48977000.0,48977000.0,,40508230.0,41348000.0,1058183000.0,19761000.0,117603000.0,117603000.0,0.0,0.0,-340000.0,-340000.0,41348000.0,-7950000.0,49298000.0,,49298000.0,64286000.0,-3978000.0,-18966000.0,11313000.0,10250000.0,1063000.0,,,,-48977000.0,48977000.0,,18698000.0,137601000.0,14099000.0,123502000.0,,,,156299000.0,920582000.0,1076881000.0,1076881000.0,ALB,,,,,,,,,,,,,,,,,,,,,41688000.0,,,,,,,,,,,,
